;link;id;Landscape;Portrait;Documentary;Other (photo) with description;Text;Other (picture) with description;Directly related;Indirectly related;Positiv;Negative;Likeseeker;refugees help;meeting refugees;sea crossing;public demonstration;refugees documentary;konferenz;opinion;ref. Lager;humnanism;others;;;;
21814;https://www.instagram.com/p/-FVO0dsqrW/;1118393459853667030_1368548241;;;;;;;;;;;;;;;;;;;;;;;;;
55448;https://www.instagram.com/p/7incVgS-4N/;1072593132317306381_206764858;;;;;;;;;;;;;;;;;;;;;;;;;
12448;https://www.instagram.com/p/-fkCyCHnU0/;1125776952701908276_439041948;;;;;;;;;;;;;;;;;;;;;;;;;
25446;https://www.instagram.com/p/9v2DmJpgnd/;1112345374617897437_3497433;;;;;;;;;;;;;;;;;;;;;;;;;
47025;https://www.instagram.com/p/75g9Aao8Fm/;1079038515555320166_281372287;;;;;;;;;;;;;;;;;;;;;;;;;
54039;https://www.instagram.com/p/7ln8hYATM1/;1073439769016480565_994555075;;;;;;;;;;;;;;;;;;;;;;;;;
64139;https://www.instagram.com/p/7RXq7mt68a/;1067738691951636250_1675398562;;;;;;;;;;;;;;;;;;;;;;;;;
45240;https://www.instagram.com/p/8AK5cruOCj/;1080911838842511523_18618639;;;;;;;;;;;;;;;;;;;;;;;;;
138109;https://www.instagram.com/p/7KQS8MRLfN/;1065735932151642061_609829396;;;;;;;;;;;;;;;;;;;;;;;;;
83176;https://www.instagram.com/p/3obNQ_gTxO/;1002170575944236110_15165078;;;;;;;;;;;;;;;;;;;;;;;;;
13596;https://www.instagram.com/p/-cQ5_aSpBU/;1124848360776962132_2279064771;;;;;;;;;;;;;;;;;;;;;;;;;
124462;https://www.instagram.com/p/7aEmp9ANjU/;1070188110026954964_295053;;;;;;;;;;;;;;;;;;;;;;;;;
39479;https://www.instagram.com/p/8ZF6XqhhJN/;1087926786358383181_1589955387;;;;;;;;;;;;;;;;;;;;;;;;;
106582;https://www.instagram.com/p/iBZD4VvChc/;612881242114500700_184978849;;;;;;;;;;;;;;;;;;;;;;;;;
135684;https://www.instagram.com/p/7ngcTaHv20/;1073969718624189876_28801982;;;;;;;;;;;;;;;;;;;;;;;;;
91776;https://www.instagram.com/p/y33LWICms2/;916443721422760758_199150665;;;;;;;;;;;;;;;;;;;;;;;;;
22074;https://www.instagram.com/p/-EpTz4ACTf/;1118200288772105439_24690008;;;;;;;;;;;;;;;;;;;;;;;;;
44812;https://www.instagram.com/p/8BihmRHhn4/;1081297227959114232_288986925;;;;;;;;;;;;;;;;;;;;;;;;;
12105;https://www.instagram.com/p/-g-dwfNA0V/;1126174630654250261_199173330;;;;;;;;;;;;;;;;;;;;;;;;;
37270;https://www.instagram.com/p/8lFN7tlD7E/;1091301432408424132_1646851294;;;;;;;;;;;;;;;;;;;;;;;;;
3172;https://www.instagram.com/p/_LHkIEEdSP/;1138036599726134415_2272931140;;;;;;;;;;;;;;;;;;;;;;;;;
31865;https://www.instagram.com/p/9Hks1UyMsv/;1101010044503771951_1485659657;;;;;;;;;;;;;;;;;;;;;;;;;
139206;https://www.instagram.com/p/1lzPvjPbt0/;965403077362170740_218998949;;;;;;;;;;;;;;;;;;;;;;;;;
9865;https://www.instagram.com/p/-qfPGWixmT/;1128852033664391571_5610709;;;;;;;;;;;;;;;;;;;;;;;;;
120010;https://www.instagram.com/p/87doTAMIB3/;1097601246727012471_279883103;;;;;;;;;;;;;;;;;;;;;;;;;
29033;https://www.instagram.com/p/9ZY1OipStq/;1106024394358336362_331932377;;;;;;;;;;;;;;;;;;;;;;;;;
27926;https://www.instagram.com/p/9fxzTEFqNz/;1107823062798476147_214886447;;;;;;;;;;;;;;;;;;;;;;;;;
29251;https://www.instagram.com/p/9YckoDr7zq/;1105759370734451946_1824248054;;;;;;;;;;;;;;;;;;;;;;;;;
23322;https://www.instagram.com/p/99rKuaQm2h/;1116238135685180833_962294250;;;;;;;;;;;;;;;;;;;;;;;;;
47447;https://www.instagram.com/p/73p0edrU-1/;1078514561808420789_26352898;;;;;;;;;;;;;;;;;;;;;;;;;
116482;https://www.instagram.com/p/-wKRXXGsEC/;1130448680249901314_1149386711;;;;;;;;;;;;;;;;;;;;;;;;;
72231;https://www.instagram.com/p/7ED2JKwz8v/;1063992326801801007_468109302;;;;;;;;;;;;;;;;;;;;;;;;;
34073;https://www.instagram.com/p/85zRKjwXQM/;1097133464181896204_55179188;;;;;;;;;;;;;;;;;;;;;;;;;
55281;https://www.instagram.com/p/7i1vWKMGHL/;1072656011341357515_1486783095;;;;;;;;;;;;;;;;;;;;;;;;;
4760;https://www.instagram.com/p/_EwoIbuACU/;1136246870070788244_9343583;;;;;;;;;;;;;;;;;;;;;;;;;
34210;https://www.instagram.com/p/85P-4cn_KB/;1096978276156437121_409882043;;;;;;;;;;;;;;;;;;;;;;;;;
53241;https://www.instagram.com/p/7n2lvtwd73/;1074067124516937463_479334214;;;;;;;;;;;;;;;;;;;;;;;;;
133121;https://www.instagram.com/p/9lo0Unii6H/;1109472400628133511_2223330650;;;;;;;;;;;;;;;;;;;;;;;;;
8275;https://www.instagram.com/p/-y_3CqKhCp/;1131247315779719337_47132691;;;;;;;;;;;;;;;;;;;;;;;;;
27013;https://www.instagram.com/p/9mBqpKNrEE/;1109581686652711172_2234763499;;;;;;;;;;;;;;;;;;;;;;;;;
71289;https://www.instagram.com/p/7Iz_GhnHQg/;1065329948578575392_1006371820;;;;;;;;;;;;;;;;;;;;;;;;;
54321;https://www.instagram.com/p/7lMHF-F6C7/;1073317350202646715_363356511;;;;;;;;;;;;;;;;;;;;;;;;;
115522;https://www.instagram.com/p/_W9ipaMDxQ/;1141370217347169360_13598086;;;;;;;;;;;;;;;;;;;;;;;;;
76742;https://www.instagram.com/p/6GviYtrBTQ/;1046733034594505936_310512820;;;;;;;;;;;;;;;;;;;;;;;;;
5665;https://www.instagram.com/p/_AVfq_vyd5/;1135001641544525689_2011409040;;;;;;;;;;;;;;;;;;;;;;;;;
101475;https://www.instagram.com/p/pt8u0OqjvW/;751523812807949270_1388007701;;;;;;;;;;;;;;;;;;;;;;;;;
43718;https://www.instagram.com/p/8GVjfDpGWL/;1082647557934704011_37092328;;;;;;;;;;;;;;;;;;;;;;;;;
84505;https://www.instagram.com/p/28y8wygnhM/;989890095995844684_1680505157;;;;;;;;;;;;;;;;;;;;;;;;;
32983;https://www.instagram.com/p/9BIzlJQzX4/;1099198513004361208_2242259300;;;;;;;;;;;;;;;;;;;;;;;;;
47471;https://www.instagram.com/p/73lHPZSyHC/;1078493861066252738_1479579807;;;;;;;;;;;;;;;;;;;;;;;;;
133066;https://www.instagram.com/p/9pX6-YLDhz/;1110523990900488307_1479112829;;;;;;;;;;;;;;;;;;;;;;;;;
24529;https://www.instagram.com/p/918E64LFGa/;1114060703732093338_375907835;;;;;;;;;;;;;;;;;;;;;;;;;
58548;https://www.instagram.com/p/7c6TlIEiC_/;1070987243638890687_49006159;;;;;;;;;;;;;;;;;;;;;;;;;
133300;https://www.instagram.com/p/9Zgtk3Qhe4/;1106059052942759864_467274228;;;;;;;;;;;;;;;;;;;;;;;;;
30251;https://www.instagram.com/p/9RjzAwgDqV/;1103820820817394325_12080013;;;;;;;;;;;;;;;;;;;;;;;;;
120843;https://www.instagram.com/p/8fJvSwxD7u/;1089632467226476270_215024366;;;;;;;;;;;;;;;;;;;;;;;;;
61232;https://www.instagram.com/p/7XRun9y_HO/;1069401407323107790_2043229859;;;;;;;;;;;;;;;;;;;;;;;;;
23575;https://www.instagram.com/p/98g6RwlQvn/;1115911549967731687_44086345;;;;;;;;;;;;;;;;;;;;;;;;;
56586;https://www.instagram.com/p/7haAPvFh9B/;1072252552396283713_1420546414;;;;;;;;;;;;;;;;;;;;;;;;;
96410;https://www.instagram.com/p/vQBMObH0aw/;851185567740675760_278377000;;;;;;;;;;;;;;;;;;;;;;;;;
33095;https://www.instagram.com/p/8_s4NFqAmY/;1098794210492418456_1002622561;;;;;;;;;;;;;;;;;;;;;;;;;
99607;https://www.instagram.com/p/ry8Pimw1C8/;788957835483631804_290559307;;;;;;;;;;;;;;;;;;;;;;;;;
14254;https://www.instagram.com/p/-ZwLm_qNl7/;1124141486022646139_2281692613;;;;;;;;;;;;;;;;;;;;;;;;;
3352;https://www.instagram.com/p/_Kls2MzeSt/;1137887665439237293_476504984;;;;;;;;;;;;;;;;;;;;;;;;;
14677;https://www.instagram.com/p/-Yud2OMqHw/;1123852468253532656_679473239;;;;;;;;;;;;;;;;;;;;;;;;;
85822;https://www.instagram.com/p/2S3ereO5H5/;978088069913350649_1776243811;;;;;;;;;;;;;;;;;;;;;;;;;
2791;https://www.instagram.com/p/_M06_JRugh/;1138517557767497761_229564537;;;;;;;;;;;;;;;;;;;;;;;;;
19765;https://www.instagram.com/p/-MvsWUNx9R/;1120480163112886097_1728993526;;;;;;;;;;;;;;;;;;;;;;;;;
51059;https://www.instagram.com/p/7uARrCA2gy/;1075798575423907890_2178925217;;;;;;;;;;;;;;;;;;;;;;;;;
112946;https://www.instagram.com/p/-5LISrF_ba/;1132985729578170074_1616611532;;;;;;;;;;;;;;;;;;;;;;;;;
113084;https://www.instagram.com/p/-FUJ9fJi0P/;1118388727897795855_220127442;;;;;;;;;;;;;;;;;;;;;;;;;
113164;https://www.instagram.com/p/9jBWHbSQZo/;1108735851112236648_1113029672;;;;;;;;;;;;;;;;;;;;;;;;;
113188;https://www.instagram.com/p/8qEGBOHG9z/;1092703865404157811_40791818;;;;;;;;;;;;;;;;;;;;;;;;;
113225;https://www.instagram.com/p/7wIOvOTcUD/;1076396508092155139_2076989976;;;;;;;;;;;;;;;;;;;;;;;;;
113237;https://www.instagram.com/p/7ifENBhhpz/;1072556289571560051_46100389;;;;;;;;;;;;;;;;;;;;;;;;;
113484;https://www.instagram.com/p/_HjDv2M6kM/;1137031620095879436_14243305;;;;;;;;;;;;;;;;;;;;;;;;;
113684;https://www.instagram.com/p/-5Mfv3l_ee/;1132991739520874398_1616611532;;;;;;;;;;;;;;;;;;;;;;;;;
113890;https://www.instagram.com/p/-mWTfkBip6/;1127686853286570618_1419560393;;;;;;;;;;;;;;;;;;;;;;;;;
114223;https://www.instagram.com/p/-Q4ufYnJ_2/;1121645792614719478_566631830;;;;;;;;;;;;;;;;;;;;;;;;;
114284;https://www.instagram.com/p/-Pchb9FgMA/;1121240275299468032_23511407;;;;;;;;;;;;;;;;;;;;;;;;;
114413;https://www.instagram.com/p/-MiC5QS5kB/;1120420139805415681_1156819837;;;;;;;;;;;;;;;;;;;;;;;;;
114567;https://www.instagram.com/p/8jEhOZvNJT/;1090735410146759251_1234903891;;;;;;;;;;;;;;;;;;;;;;;;;
114584;https://www.instagram.com/p/7-82pulmgd/;1080568599062931485_104886433;;;;;;;;;;;;;;;;;;;;;;;;;
114591;https://www.instagram.com/p/77TDqenOgX/;1079540350338263063_1804926849;;;;;;;;;;;;;;;;;;;;;;;;;
114613;https://www.instagram.com/p/7l0AsrtAL5/;1073492832594166521_965778327;;;;;;;;;;;;;;;;;;;;;;;;;
114627;https://www.instagram.com/p/5znIKcnTR1/;1041348023639946357_1500591868;;;;;;;;;;;;;;;;;;;;;;;;;
114632;https://www.instagram.com/p/s7fZqyq7LM/;809378661419168460_764047795;;;;;;;;;;;;;;;;;;;;;;;;;
115069;https://www.instagram.com/p/-JOoMqSEah/;1119490317402785441_215509624;;;;;;;;;;;;;;;;;;;;;;;;;
115083;https://www.instagram.com/p/-FhwUJFD4L/;1118448538168344075_179281294;;;;;;;;;;;;;;;;;;;;;;;;;
115099;https://www.instagram.com/p/-E7-WaisBT/;1118282376914059347_255655687;;;;;;;;;;;;;;;;;;;;;;;;;
115134;https://www.instagram.com/p/-EVgBAHjME/;1118113166570435332_667591931;;;;;;;;;;;;;;;;;;;;;;;;;
115167;https://www.instagram.com/p/-D7CpzjkqS/;1117996799589501586_326805913;;;;;;;;;;;;;;;;;;;;;;;;;
115207;https://www.instagram.com/p/-DiCwMtneU/;1117886855291238292_2200473484;;;;;;;;;;;;;;;;;;;;;;;;;
115271;https://www.instagram.com/p/9CaV9syW1X/;1099557117599771991_232179698;;;;;;;;;;;;;;;;;;;;;;;;;
115300;https://www.instagram.com/p/8Gnq1dN793/;1082727227859648375_1994678566;;;;;;;;;;;;;;;;;;;;;;;;;
115338;https://www.instagram.com/p/7QVLptOiXO/;1067446271359985102_175648720;;;;;;;;;;;;;;;;;;;;;;;;;
115391;https://www.instagram.com/p/q0qvocFaK2/;771429427376923318_9476383;;;;;;;;;;;;;;;;;;;;;;;;;
126728;https://www.instagram.com/p/-S9sI4I0pc/;1122230571194600028_291467257;;;;;;;;;;;;;;;;;;;;;;;;;
